id,red1,red2,red3,red4,red5,red6,blue,firstPrizeAddress,OpenTime,SaleMoney
2023026,31,18,01,26,33,30,03,"河北1注,辽宁2注,黑龙江2注,江苏1注,浙江5注,湖南1注,共12注。",2023-03-09,382398740
2023027,27,10,08,32,22,33,08,"江苏1注,广东4注,共5注。",2023-03-12,405939502
2023028,10,22,07,05,20,17,14,"北京1注,广东1注,宁夏1注,新疆1注,共4注。",2023-03-14,378131048
2023029,28,33,03,07,24,12,08,"辽宁2注,福建1注,广东1注,四川1注,共5注。",2023-03-16,373970632
2023030,07,02,16,31,30,03,06,"上海1注,重庆1注,广东1注,海南1注,陕西3注,共7注。",2023-03-19,407635670
2023031,14,27,33,07,31,29,05,"湖南1注,广东2注,共3注。",2023-03-21,377795536
2023032,26,28,06,20,33,19,01,"浙江1注,安徽5注,江西3注,山东1注,河南1注,广东1注,四川3注,共15注。",2023-03-23,378271328
2023033,08,13,24,23,09,26,05,"湖南1注,广西1注,云南1注,青海1注,新疆1注,共5注。",2023-03-26,407044870
2023034,09,11,02,17,03,12,15,"辽宁1注,上海3注,深圳1注,共5注。",2023-03-28,371464196
2023035,10,20,09,04,01,33,06,"江苏1注,浙江1注,四川3注,深圳5注,共10注。",2023-03-30,376157550
2023036,24,19,18,14,13,30,09,"黑龙江1注,江苏5注,浙江3注,安徽1注,山东3注,重庆1注,河南5注,广西3注,陕西1注,新疆1注,共24注。",2023-04-02,402105258
2023037,08,25,29,26,23,31,12,"河北1注,江苏1注,江西1注,河南1注,海南10注,四川1注,陕西1注,共16注。",2023-04-04,357460864
2023038,09,02,33,14,17,31,08,"吉林1注,黑龙江1注,上海1注,安徽1注,河南1注,湖北1注,湖南1注,贵州1注,云南1注,宁夏1注,新疆1注,共11注。",2023-04-06,368841578
2023039,28,13,02,19,03,09,09,"上海1注,浙江1注,河南1注,广东1注,深圳1注,共5注。",2023-04-09,409186858
2023040,17,29,09,24,31,16,08,"山西1注,辽宁1注,山东1注,陕西2注,共5注。",2023-04-11,372777348
2023041,01,06,13,15,24,12,06,"山东1注,重庆1注,湖北1注,共3注。",2023-04-13,379030400
2023042,20,27,30,23,17,10,10,"辽宁1注,浙江1注,湖北1注,广东3注,广西1注,云南2注,深圳1注,共10注。",2023-04-16,406450374
2023043,08,12,28,05,24,20,10,"天津1注,上海2注,浙江3注,安徽5注,福建1注,重庆1注,广东4注,广西1注,贵州1注,共19注。",2023-04-18,370609676
2023044,15,08,26,02,24,22,16,"上海1注,江苏1注,安徽5注,重庆1注,共8注。",2023-04-20,375494004
2023045,03,21,06,12,28,27,04,"北京1注,天津1注,江苏2注,山东1注,重庆2注,湖北5注,湖南1注,云南1注,共14注。",2023-04-23,398638950
2023046,17,06,08,26,28,25,03,"山西1注,湖北1注,广东1注,四川1注,共4注。",2023-04-25,364967218
2023047,23,05,33,14,07,31,07,"北京1注,辽宁1注,浙江2注,安徽1注,广东1注,四川1注,贵州1注,共8注。",2023-04-27,373486114
2023048,24,10,02,30,28,03,08,"北京1注,辽宁1注,上海1注,浙江3注,山东1注,河南1注,湖南2注,广东2注,四川1注,贵州1注,甘肃1注,新疆1注,共16注。",2023-04-30,362109840
2023049,07,14,25,05,23,27,02,"山西1注,吉林1注,江苏1注,山东1注,四川2注,共6注。",2023-05-02,328857030
2023050,23,07,22,02,09,14,05,"湖南1注,西藏4注,共5注。",2023-05-04,359185180
2023051,33,32,26,22,30,29,14,"广东2注,共2注。",2023-05-07,388332454
2023052,05,17,08,04,12,03,06,"辽宁1注,吉林1注,黑龙江1注,上海1注,江苏8注,福建1注,山东1注,四川1注,云南1注,共16注。",2023-05-09,358038114
2023053,27,14,30,07,20,01,15,"河北2注,福建1注,山东5注,河南1注,广东1注,共10注。",2023-05-11,364282626
2023054,26,15,09,10,05,06,12,"江苏1注,江西3注,山东1注,广东1注,广西2注,共8注。",2023-05-14,394464450
2023055,20,04,03,32,27,23,13,"广东1注,共1注。",2023-05-16,370786668
2023056,15,23,18,33,08,14,08,"北京1注,上海5注,江苏1注,山东1注,四川1注,深圳1注,共10注。",2023-05-18,372532958
2023057,05,32,24,02,17,10,03,"黑龙江5注,上海1注,江苏2注,浙江1注,安徽1注,江西2注,湖南2注,广东2注,四川3注,陕西1注,新疆1注,共21注。",2023-05-21,396913794
2023058,17,10,30,22,33,26,11,"上海1注,四川1注,共2注。",2023-05-23,372662796
2023059,13,22,32,02,27,06,06,"吉林1注,黑龙江2注,江苏2注,浙江1注,安徽3注,福建1注,山东6注,重庆1注,河南1注,广东11注,陕西1注,共30注。",2023-05-25,374631364
2023060,09,30,19,31,11,17,11,"辽宁1注,江苏2注,浙江1注,山东1注,陕西1注,共6注。",2023-05-28,402713176
2023061,22,12,01,06,11,04,15,"山东1注,湖南2注,共3注。",2023-05-30,365432766
2023062,23,19,33,26,11,24,15,"黑龙江1注,共1注。",2023-06-01,359921314
2023063,04,17,20,22,08,27,13,"北京1注,广东3注,共4注。",2023-06-04,390718820
2023064,01,11,12,16,18,07,04,"北京1注,山西1注,河南9注,湖北1注,湖南2注,广东1注,广西3注,陕西1注,共19注。",2023-06-06,358055754
2023065,20,33,02,26,17,14,14,"河北1注,浙江3注,山东1注,河南1注,湖北1注,广东1注,共8注。",2023-06-08,364732942
2023066,08,31,07,26,10,02,06,"河北1注,辽宁1注,黑龙江1注,浙江11注,江西1注,山东2注,新疆1注,共18注。",2023-06-11,393592226
2023067,19,01,28,12,03,32,14,"河北1注,辽宁1注,黑龙江1注,福建1注,四川1注,共5注。",2023-06-13,364444632
2023068,15,33,12,18,29,11,02,"河北1注,共1注。",2023-06-15,370869162
2023069,26,17,20,21,14,12,02,"河北2注,浙江2注,山东1注,甘肃1注,共6注。",2023-06-18,396617204
2023070,32,31,03,25,33,05,04,共0注。,2023-06-20,358436376
2023071,24,15,12,19,05,26,06,"河北1注,辽宁2注,黑龙江1注,浙江2注,福建1注,山东1注,河南1注,湖南1注,广西2注,四川2注,甘肃2注,共16注。",2023-06-22,335357710
2023072,02,10,24,33,06,25,09,"吉林1注,上海1注,重庆1注,湖南4注,共7注。",2023-06-25,390203400
2023073,16,15,32,01,25,03,10,"北京1注,贵州1注,云南1注,西藏1注,青海1注,共5注。",2023-06-27,360075550
