id,red1,red2,red3,red4,red5,red6,blue,firstPrizeAddress,OpenTime,SaleMoney
2019055,31,06,01,19,15,11,10,"河南1注,广东1注,共2注。",2019-05-14,350070872
2019056,19,21,14,13,17,29,01,"江西1注,共1注。",2019-05-16,351267630
2019057,18,04,13,05,06,08,16,"黑龙江2注,上海1注,湖南1注,深圳1注,四川1注,陕西1注,共7注。",2019-05-19,372560948
2019058,07,12,08,27,21,23,12,"河北1注,黑龙江1注,上海1注,江苏4注,浙江1注,安徽2注,福建3注,山东1注,湖北1注,广东1注,广西1注,四川1注,云南1注,陕西1注,共20注。",2019-05-21,339299672
2019059,09,05,18,16,04,07,06,"湖北1注,广西1注,共2注。",2019-05-23,345567246
2019060,14,20,03,27,23,04,01,"河南1注,广东1注,共2注。",2019-05-26,367103342
2019061,27,17,19,24,03,31,12,"北京1注,安徽1注,重庆2注,四川1注,陕西1注,共6注。",2019-05-28,335296666
2019062,30,07,26,16,23,13,01,"上海1注,江苏3注,浙江1注,湖北1注,新疆1注,共7注。",2019-05-30,339468976
2019063,01,14,29,22,31,19,16,"黑龙江1注,河南1注,湖北2注,海南1注,共5注。",2019-06-02,361222550
2019064,25,20,33,12,24,30,12,"上海1注,浙江1注,广西1注,贵州1注,共4注。",2019-06-04,331639006
2019065,06,15,26,20,11,09,10,"北京2注,河北1注,辽宁1注,江苏1注,湖北1注,深圳1注,贵州1注,云南2注,共10注。",2019-06-06,327400036
2019066,14,20,17,22,01,32,04,"内蒙古1注,山东1注,河南2注,广西1注,云南1注,共6注。",2019-06-09,354505682
2019067,04,08,33,06,30,11,11,"北京1注,辽宁1注,江苏2注,湖南1注,共5注。",2019-06-11,330381956
2019068,20,26,33,24,03,14,10,"山西1注,黑龙江1注,广东2注,四川1注,甘肃1注,共6注。",2019-06-13,331635522
2019069,21,11,06,25,19,16,01,"辽宁1注,浙江1注,福建1注,江西1注,湖北1注,广东1注,四川1注,云南1注,共8注。",2019-06-16,370103190
2019070,18,15,19,32,24,06,09,"浙江1注,重庆1注,四川1注,共3注。",2019-06-18,335727814
2019071,29,08,01,24,19,30,04,"山西1注,上海1注,浙江4注,河南5注,湖北1注,广西2注,重庆3注,四川4注,贵州1注,共22注。",2019-06-20,338921834
2019072,13,09,22,30,15,02,15,"河北1注,浙江1注,江西2注,山东1注,湖南3注,广东1注,深圳1注,共10注。",2019-06-23,366310328
2019073,12,18,16,01,02,06,08,"河北2注,山西1注,内蒙古1注,江苏1注,山东1注,河南1注,湖北1注,深圳2注,广西3注,重庆2注,贵州1注,陕西1注,共17注。",2019-06-25,334373706
2019074,33,29,21,12,31,27,04,"河北1注,上海1注,安徽1注,陕西1注,共4注。",2019-06-27,339313032
2019075,33,20,05,08,31,22,03,"福建1注,广东1注,共2注。",2019-06-30,356452390
2019076,12,20,15,29,32,19,14,"深圳3注,四川1注,共4注。",2019-07-02,327737064
2019077,22,11,18,13,21,09,15,"浙江1注,共1注。",2019-07-04,331156004
2019078,01,29,27,33,31,17,12,"北京1注,黑龙江1注,江苏6注,浙江1注,山东1注,广东2注,云南2注,共14注。",2019-07-07,358699764
2019079,01,31,09,03,19,06,16,"上海10注,江苏1注,福建1注,江西1注,山东1注,四川1注,共15注。",2019-07-09,324952306
2019080,03,06,08,32,24,20,07,"河北2注,辽宁1注,浙江1注,安徽1注,山东1注,深圳1注,共7注。",2019-07-11,333601616
2019081,27,32,05,31,24,29,10,"江苏1注,山东1注,广东2注,重庆1注,共5注。",2019-07-14,359862504
2019082,19,28,22,07,16,24,02,"河北1注,辽宁1注,安徽1注,广东2注,共5注。",2019-07-16,328221990
2019083,06,31,15,28,26,17,03,"河北1注,江苏5注,浙江1注,安徽1注,贵州2注,共10注。",2019-07-18,329029762
2019084,04,27,14,20,08,18,03,"内蒙古1注,浙江1注,安徽1注,山东11注,河南1注,共15注。",2019-07-21,356282880
2019085,01,04,18,29,24,14,04,"河北1注,江苏2注,山东5注,湖北1注,广东1注,陕西2注,共12注。",2019-07-23,322387974
2019086,26,31,22,24,28,16,06,"天津1注,江苏1注,福建1注,江西1注,广东1注,深圳4注,甘肃1注,青海1注,共11注。",2019-07-25,318423888
2019087,07,21,30,04,09,05,04,"上海4注,安徽1注,共5注。",2019-07-28,348495228
2019088,21,29,14,15,23,13,13,"黑龙江1注,江苏3注,浙江3注,山东1注,湖南1注,广东7注,四川1注,云南1注,共18注。",2019-07-30,320442344
2019089,02,14,20,04,16,22,11,"辽宁1注,安徽1注,湖北3注,湖南1注,广西1注,共7注。",2019-08-01,321183320
2019090,08,02,06,14,03,22,04,"辽宁1注,广东1注,共2注。",2019-08-04,355808718
2019091,24,21,32,10,29,07,11,"深圳1注,重庆1注,共2注。",2019-08-06,321773688
2019092,33,27,32,09,28,17,08,"北京1注,江苏1注,浙江1注,湖南1注,广东1注,重庆1注,共6注。",2019-08-08,325113036
2019093,22,08,05,20,09,07,02,"北京2注,河北1注,内蒙古1注,辽宁2注,吉林1注,上海1注,江苏1注,浙江3注,安徽2注,福建1注,山东3注,河南5注,湖北2注,广西1注,甘肃1注,共27注。",2019-08-11,343851622
2019094,10,27,12,05,19,18,06,"江苏1注,浙江2注,江西2注,广东1注,深圳1注,陕西1注,共8注。",2019-08-13,318739184
2019095,14,28,02,05,19,21,01,"辽宁2注,广东1注,共3注。",2019-08-15,327102912
2019096,27,18,07,05,12,32,11,"河北1注,山西25注,辽宁1注,江西1注,山东1注,河南3注,广东2注,广西1注,重庆1注,四川11注,甘肃1注,共48注。",2019-08-18,355103324
2019097,18,03,25,05,31,24,09,"辽宁1注,广东2注,陕西1注,新疆1注,共5注。",2019-08-20,328319954
2019098,14,11,03,12,17,26,09,"辽宁1注,黑龙江1注,浙江1注,湖南1注,共4注。",2019-08-22,334187522
2019099,22,23,30,14,27,07,08,"吉林16注,黑龙江1注,安徽3注,江西1注,山东1注,广东1注,四川2注,宁夏1注,共26注。",2019-08-25,355328056
2019100,01,30,32,04,13,12,08,"浙江1注,湖北1注,共2注。",2019-08-27,334319180
2019101,21,31,01,09,04,33,05,"山西1注,辽宁2注,广东1注,共4注。",2019-08-29,336008906
2019102,03,32,16,08,20,12,12,"河北1注,江苏1注,江西1注,湖南1注,广东1注,重庆1注,四川1注,云南10注,新疆1注,共18注。",2019-09-01,365310214
2019103,21,27,14,04,29,12,12,"黑龙江1注,云南1注,共2注。",2019-09-03,334444954
2019104,24,01,16,05,17,18,10,"内蒙古1注,浙江1注,福建1注,山东1注,广东1注,云南1注,甘肃1注,共7注。",2019-09-05,336503558
2019105,17,33,26,13,15,02,01,"山西5注,辽宁1注,共6注。",2019-09-08,365092568
2019106,22,14,33,30,27,02,14,"北京1注,安徽1注,山东1注,共3注。",2019-09-10,330410652
2019107,06,08,02,32,23,27,02,"黑龙江1注,广西1注,共2注。",2019-09-12,326852234
2019108,19,32,13,25,22,07,13,"河北3注,山西1注,黑龙江1注,上海1注,浙江1注,安徽1注,山东1注,湖南3注,云南1注,共13注。",2019-09-15,361553454
2019109,28,07,06,17,31,03,10,"江苏1注,福建1注,湖南2注,广西1注,共5注。",2019-09-17,339057352
2019110,28,26,18,22,01,27,08,"北京2注,浙江1注,安徽1注,山东1注,深圳2注,重庆1注,共8注。",2019-09-19,345297696
2019111,22,24,20,33,07,18,01,"北京3注,广东3注,共6注。",2019-09-22,371095278
2019112,03,17,23,14,27,12,01,"吉林1注,江苏2注,山东1注,广东1注,新疆1注,共6注。",2019-09-24,335430712
2019113,01,25,33,19,05,21,15,"浙江2注,河南1注,广东1注,四川1注,共5注。",2019-09-26,339648916
2019114,11,12,30,09,04,02,01,"江苏2注,湖南1注,云南1注,共4注。",2019-09-29,372847052
2019115,11,14,29,15,10,04,05,"北京1注,河北1注,辽宁1注,上海1注,山东1注,湖北1注,重庆1注,陕西1注,共8注。",2019-10-08,354033692
2019116,33,09,13,08,16,01,01,"辽宁1注,江苏1注,河南1注,深圳1注,重庆1注,四川1注,云南1注,共7注。",2019-10-10,336502106
2019117,05,33,11,28,03,32,01,"北京1注,福建1注,广东1注,四川1注,陕西1注,共5注。",2019-10-13,358734764
2019118,15,25,12,31,28,14,04,"天津1注,山西1注,黑龙江1注,上海1注,浙江1注,湖北1注,共6注。",2019-10-15,329400746
2019119,04,22,26,24,20,33,07,"江苏2注,安徽1注,四川5注,甘肃1注,共9注。",2019-10-17,332545590
2019120,31,10,32,33,12,27,03,"浙江1注,福建1注,山东1注,重庆1注,青海1注,共5注。",2019-10-20,361613906
2019121,31,21,02,30,06,15,02,"河北5注,浙江1注,安徽1注,山东1注,湖南1注,四川5注,新疆1注,共15注。",2019-10-22,334748934
2019122,04,21,19,10,15,23,02,"河北1注,浙江1注,山东1注,湖北1注,共4注。",2019-10-24,334989390
2019123,06,17,02,28,08,30,06,"山西3注,福建1注,江西1注,河南2注,湖北1注,广东3注,广西4注,重庆1注,四川1注,云南1注,宁夏1注,共19注。",2019-10-27,360609038
2019124,32,09,31,33,04,30,01,"北京1注,天津1注,河北1注,福建2注,山东4注,河南1注,湖北1注,陕西2注,甘肃1注,共14注。",2019-10-29,337939626
2019125,29,27,02,12,26,11,03,"河北1注,浙江5注,广东1注,四川1注,共8注。",2019-10-31,342491160
2019126,14,17,33,02,29,32,16,"河北1注,黑龙江1注,上海1注,山东1注,湖北1注,广东1注,云南1注,甘肃1注,共8注。",2019-11-03,369776508
2019127,02,07,24,12,17,06,10,"河北1注,江苏1注,江西1注,山东2注,河南1注,湖北2注,深圳1注,广西3注,重庆1注,四川1注,云南1注,共15注。",2019-11-05,338393664
2019128,16,03,12,17,08,19,08,"北京1注,内蒙古1注,福建1注,江西1注,湖北1注,甘肃1注,新疆3注,共9注。",2019-11-07,342336168
2019129,15,03,04,07,26,09,07,"北京6注,河北1注,辽宁1注,上海3注,浙江4注,山东2注,四川1注,贵州1注,陕西1注,共20注。",2019-11-10,442669038
2019130,09,32,11,01,24,07,16,"河北2注,内蒙古1注,江西5注,河南1注,湖南1注,四川5注,共15注。",2019-11-12,418172282
2019131,24,09,31,17,19,20,04,"浙江1注,福建1注,江西1注,河南4注,湖北1注,湖南1注,广东2注,新疆1注,共12注。",2019-11-14,413548024
2019132,19,04,11,06,14,33,07,"北京1注,浙江1注,江西2注,广东2注,四川1注,共7注。",2019-11-17,443878462
2019133,07,03,16,24,31,21,07,"辽宁1注,上海1注,江苏1注,山东2注,湖南2注,深圳1注,贵州1注,宁夏1注,共10注。",2019-11-19,412973230
2019134,30,22,06,01,04,29,03,"天津2注,辽宁1注,黑龙江1注,福建2注,贵州1注,共7注。",2019-11-21,424644500
2019135,27,06,11,10,33,03,03,"江苏1注,福建2注,河南1注,共4注。",2019-11-24,448749008
2019136,29,33,15,12,17,14,12,"福建1注,山东2注,湖南1注,广东2注,甘肃1注,共7注。",2019-11-26,411048748
2019137,31,23,07,10,19,13,06,"北京1注,天津1注,内蒙古4注,辽宁2注,吉林2注,黑龙江2注,上海2注,江苏1注,浙江3注,安徽1注,福建1注,江西2注,湖北1注,深圳1注,重庆1注,四川1注,甘肃1注,共27注。",2019-11-28,414318454
2019138,06,32,31,30,02,12,11,"北京1注,河北3注,山西1注,内蒙古1注,上海2注,江西1注,河南1注,重庆2注,贵州1注,甘肃1注,宁夏1注,共15注。",2019-12-01,455574142
2019139,33,08,20,23,30,14,11,"辽宁1注,浙江1注,安徽1注,重庆1注,共4注。",2019-12-03,420684332
2019140,11,09,04,22,02,14,05,"北京5注,河北1注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江4注,江西1注,山东1注,湖北1注,广东2注,深圳1注,四川3注,陕西2注,共25注。",2019-12-05,421874374
2019141,33,17,13,15,10,14,14,"山东2注,共2注。",2019-12-08,466103236
2019142,24,27,29,08,33,14,09,"河北1注,江苏1注,浙江1注,福建5注,广西1注,新疆5注,共14注。",2019-12-10,429455474
2019143,32,13,05,26,15,16,09,"内蒙古1注,上海2注,江西1注,河南1注,湖北2注,重庆2注,四川2注,共11注。",2019-12-12,421054466
2019144,02,30,19,15,12,27,03,"天津2注,辽宁1注,江苏2注,浙江2注,广东2注,深圳1注,重庆1注,云南1注,新疆1注,共13注。",2019-12-15,448943976
2019145,13,08,17,01,18,19,16,"北京1注,辽宁1注,黑龙江2注,上海1注,江苏1注,浙江2注,安徽1注,重庆2注,贵州1注,云南1注,甘肃2注,共15注。",2019-12-17,404721396
2019146,12,10,01,30,04,32,14,"河北1注,浙江1注,陕西2注,共4注。",2019-12-19,400822952
2019147,23,12,27,01,14,09,12,"河北4注,内蒙古1注,深圳1注,陕西1注,甘肃2注,新疆1注,共10注。",2019-12-22,428843148
2019148,26,10,09,13,27,20,08,"河北1注,山西3注,吉林1注,黑龙江1注,上海4注,江苏1注,浙江6注,安徽1注,山东4注,河南2注,湖北1注,湖南1注,广东5注,四川3注,贵州3注,云南2注,陕西1注,青海1注,宁夏1注,共42注。",2019-12-24,412835082
2019149,06,27,28,31,01,33,07,"北京1注,江苏1注,浙江6注,福建1注,湖南1注,广东1注,深圳1注,四川1注,云南1注,陕西2注,共16注。",2019-12-26,401837358
2019150,22,02,14,27,29,09,02,"安徽1注,山东1注,广东1注,深圳5注,陕西1注,共9注。",2019-12-29,424037140
2019151,18,02,26,06,09,24,14,"辽宁1注,吉林1注,福建1注,湖南1注,深圳2注,广西1注,青海1注,共8注。",2019-12-31,405999712
2020001,15,26,02,29,30,23,02,"河南1注,湖北1注,四川2注,共4注。",2020-01-02,388311860
2020002,29,15,14,04,16,09,11,"北京1注,天津1注,河北1注,山西1注,辽宁1注,江苏1注,安徽1注,山东2注,广东2注,重庆2注,贵州1注,云南2注,共16注。",2020-01-05,410784878
2020003,09,30,32,17,26,29,03,"江苏1注,浙江12注,湖北1注,湖南1注,云南1注,共16注。",2020-01-07,368960938
2020004,27,15,02,32,17,33,03,"山西1注,浙江2注,山东1注,广东1注,广西1注,云南1注,共7注。",2020-01-09,370826158
2020005,22,11,26,32,16,17,04,"河北3注,安徽1注,江西1注,湖北2注,广西1注,共8注。",2020-01-12,400642476
2020006,10,04,05,16,03,32,09,"浙江12注,河南1注,广东1注,广西1注,重庆1注,四川4注,共20注。",2020-01-14,361697316
2020007,17,25,20,12,31,05,10,"天津1注,河北1注,吉林1注,上海6注,江苏1注,浙江1注,安徽15注,江西1注,湖北2注,广东1注,深圳2注,广西4注,四川1注,云南1注,共38注。",2020-01-16,358035962
2020008,10,01,11,06,28,04,16,"河北4注,山西1注,辽宁1注,江苏1注,福建2注,山东1注,河南2注,湖南1注,四川1注,贵州1注,新疆2注,共17注。",2020-01-19,395048088
2020009,08,06,14,19,26,03,12,"北京6注,辽宁1注,上海1注,江苏2注,山东2注,广东1注,重庆1注,四川2注,共16注。",2020-01-21,405733380
2020010,14,22,32,11,31,27,09,,2020-03-12,142522854
2020011,07,05,04,29,17,18,01,,2020-03-15,176331724
2020012,31,14,23,04,26,13,09,,2020-03-17,198501652
2020013,08,20,30,02,21,10,14,,2020-03-19,215545590
2020014,12,02,08,10,07,16,07,,2020-03-22,261933168
2020015,09,08,30,22,24,33,01,,2020-03-24,255551054
2020016,17,08,24,06,05,27,07,,2020-03-26,260860736
2020017,07,27,15,04,20,02,04,,2020-03-29,295712918
2020018,07,05,11,17,22,08,13,,2020-03-31,287194532
2020019,28,19,27,33,30,15,03,,2020-04-02,293920314
2020020,13,01,09,06,15,22,14,,2020-04-05,310764432
2020021,16,27,02,14,31,06,07,,2020-04-07,296655800
2020022,10,20,02,22,25,30,02,,2020-04-09,311416184
2020023,30,33,04,20,05,21,08,,2020-04-12,340318270
2020024,10,28,13,27,31,29,08,,2020-04-14,317568426
2020025,15,20,29,01,09,10,02,,2020-04-16,321611812
2020026,31,19,01,09,04,18,06,,2020-04-19,349633986
2020027,25,14,24,12,28,13,06,,2020-04-21,324196702
2020028,32,15,05,06,18,26,08,,2020-04-23,323795596
2020029,12,01,18,20,30,32,05,,2020-04-26,364268814
2020030,18,30,29,17,21,32,03,,2020-04-28,327786632
2020031,09,16,05,15,02,27,09,,2020-04-30,323903392
2020032,15,13,14,03,11,26,13,,2020-05-03,338904002
2020033,12,07,10,32,21,31,01,,2020-05-05,320555362
2020034,32,08,16,26,02,15,03,,2020-05-07,340793680
2020035,14,25,33,28,10,24,11,,2020-05-10,371811232
2020036,22,32,09,07,16,24,06,,2020-05-12,346455736
2020037,01,17,24,04,13,11,15,,2020-05-14,350126486
2020038,24,01,18,23,06,07,15,,2020-05-17,374760420
2020039,29,02,16,10,09,11,02,,2020-05-19,341609556
2020040,19,12,06,21,16,01,04,,2020-05-21,341533118
2020041,22,07,25,06,24,16,13,,2020-05-24,372422582
2020042,07,02,31,11,14,06,03,,2020-05-26,345472844
2020043,24,30,01,11,25,27,07,,2020-05-28,360394276
2020044,08,24,17,07,16,19,07,,2020-05-31,379328476
2020045,33,02,03,22,21,15,16,,2020-06-02,348295556
2020046,26,32,27,13,25,19,08,,2020-06-04,350122868
2020047,32,10,28,19,17,04,01,,2020-06-07,382084220
2020048,30,32,23,18,14,12,02,,2020-06-09,351604616
2020049,22,01,12,18,09,07,04,,2020-06-11,355402476
2020050,09,04,32,17,20,33,15,,2020-06-14,379409292
2020051,03,08,06,28,11,19,08,,2020-06-16,342968302
2020052,29,13,33,02,32,08,15,,2020-06-18,352815504
2020053,14,16,32,15,33,02,01,,2020-06-21,381666534
2020054,31,25,03,26,10,19,02,,2020-06-23,338817016
2020055,05,23,07,01,28,30,12,,2020-06-25,327140694
2020056,31,08,05,02,12,26,14,,2020-06-28,380233782
2020057,14,26,23,09,21,32,03,,2020-06-30,349147892
2020058,11,01,03,12,26,19,07,,2020-07-02,356052050
2020059,10,25,17,04,02,22,14,,2020-07-05,386807160
2020060,05,14,09,24,30,20,08,,2020-07-07,356937202
2020061,27,31,24,26,17,08,04,,2020-07-09,366447904
2020062,22,17,10,26,27,14,05,,2020-07-12,391827962
2020063,29,15,12,22,16,32,14,,2020-07-14,357076054
2020064,03,32,21,01,27,07,01,,2020-07-16,356057386
2020065,23,21,15,26,09,18,08,,2020-07-19,381062334
2020066,17,26,28,09,13,02,07,,2020-07-21,352149702
2020067,23,04,30,09,07,27,08,,2020-07-23,353153516
2020068,26,12,32,21,16,27,10,,2020-07-26,376630286
2020069,03,09,13,18,10,26,04,,2020-07-28,343151528
2020070,04,21,02,01,06,19,15,,2020-07-30,343442594
2020071,12,09,22,23,11,13,08,,2020-08-02,363190440
2020072,10,26,17,15,06,08,04,,2020-08-04,335806408
2020073,29,05,13,07,27,11,03,,2020-08-06,344984126
2020074,04,19,09,33,08,13,12,,2020-08-09,375478220
2020075,30,11,13,03,20,24,16,,2020-08-11,342593198
2020076,10,18,27,16,15,20,06,,2020-08-13,346015916
2020077,03,21,27,25,10,16,12,,2020-08-16,376430570
2020078,16,11,21,32,14,03,04,,2020-08-18,339766446
2020079,20,21,12,22,29,05,14,,2020-08-20,347031342
2020080,18,33,31,14,15,22,01,,2020-08-23,375199530
2020081,01,13,14,05,27,33,15,,2020-08-25,341884184
2020082,11,30,21,17,02,08,09,,2020-08-27,339738944
2020083,01,31,26,30,19,25,12,,2020-08-30,375628538
2020084,07,03,17,16,23,30,07,,2020-09-01,340223360
2020085,19,01,24,02,09,05,16,,2020-09-03,349243256
2020086,24,02,27,06,15,04,06,,2020-09-06,383150704
2020087,33,23,15,20,25,11,10,,2020-09-08,351393474
2020088,26,12,29,01,30,06,12,,2020-09-10,359763320
2020089,21,30,16,02,29,14,10,,2020-09-13,388734662
2020090,31,26,23,02,32,21,06,,2020-09-15,357200726
2020091,19,11,12,09,16,01,16,,2020-09-17,362307424
2020092,18,12,01,24,06,22,03,,2020-09-20,394714558
2020093,04,19,15,10,05,13,15,,2020-09-22,364874692
2020094,31,29,17,27,10,15,08,,2020-09-24,357043412
2020095,26,09,03,17,20,16,02,,2020-09-27,387062108
2020096,26,27,20,32,23,01,15,,2020-09-29,356787262
2020097,08,30,26,25,21,02,10,,2020-10-06,352372566
2020098,06,33,08,11,25,22,02,,2020-10-08,347585130
2020099,05,06,30,15,12,11,12,,2020-10-11,390640850
2020100,07,15,01,16,23,20,07,,2020-10-13,352785364
2020101,28,25,10,17,24,30,15,,2020-10-15,360073112
2020102,29,09,25,10,19,26,08,,2020-10-18,385810668
2020103,09,32,04,22,28,10,08,,2020-10-20,363566614
2020104,04,10,27,16,08,29,09,,2020-10-22,371069028
2020105,19,06,20,24,14,22,01,,2020-10-25,399513718
2020106,15,04,02,28,18,11,10,,2020-10-27,362151946
2020107,03,09,11,25,24,28,16,,2020-10-29,372099740
2020108,32,15,17,12,10,23,05,,2020-11-01,398129794
2020109,06,13,16,20,23,32,13,,2020-11-03,358593188
2020110,25,14,06,02,22,09,04,,2020-11-05,365150166
2020111,17,06,22,24,26,09,16,,2020-11-08,459469274
2020112,02,28,12,32,09,17,05,,2020-11-10,426910448
2020113,22,32,07,03,10,01,11,,2020-11-12,436471868
2020114,24,30,32,01,05,11,03,,2020-11-15,476450128
2020115,20,32,25,12,04,01,02,,2020-11-17,435736254
2020116,05,06,27,14,16,19,10,,2020-11-19,434234564
2020117,09,16,07,10,08,27,07,,2020-11-22,460145954
2020118,26,11,30,19,13,33,05,,2020-11-24,419968358
2020119,33,01,28,09,22,32,15,,2020-11-26,432978556
2020120,10,04,02,03,01,09,12,,2020-11-29,470788664
2020121,04,02,21,06,25,29,03,,2020-12-01,425615038
2020122,26,17,12,24,31,15,15,,2020-12-03,416050434
2020123,19,29,18,26,01,03,03,,2020-12-06,442277628
2020124,33,29,19,20,18,16,12,,2020-12-08,394367604
2020125,30,12,16,26,05,31,13,,2020-12-10,403248064
2020126,14,07,28,23,03,12,11,,2020-12-13,423827948
2020127,01,26,18,19,04,31,07,,2020-12-15,385288238
2020128,23,16,26,08,15,10,10,,2020-12-17,395094864
2020129,15,01,02,33,28,05,04,,2020-12-20,428354318
2020130,09,11,14,08,29,17,16,,2020-12-22,405085034
2020131,19,08,22,30,27,26,07,,2020-12-24,394370394
2020132,12,14,01,23,11,04,04,,2020-12-27,425174496
2020133,23,03,27,19,22,29,07,,2020-12-29,370330222
2020134,09,10,22,02,20,26,01,,2020-12-31,399565532
2021001,13,18,02,20,03,31,11,,2021-01-03,411170524
2021002,10,32,25,06,26,13,11,,2021-01-05,374374440
2021003,22,16,29,06,18,09,11,,2021-01-07,360514540
2021004,08,02,07,22,03,17,15,,2021-01-10,396531778
2021005,14,07,09,30,26,31,04,,2021-01-12,359757108
2021006,22,25,26,06,24,08,01,,2021-01-14,367900704
2021007,02,04,25,12,32,21,16,,2021-01-17,389232822
2021008,07,14,18,01,33,05,07,,2021-01-19,358122646
2021009,02,04,25,32,24,07,13,,2021-01-21,367324734
2021010,33,11,01,19,04,32,05,,2021-01-24,394795416
2021011,23,33,16,27,05,10,14,,2021-01-26,358439884
2021012,26,18,06,20,14,03,01,,2021-01-28,365486356
2021013,27,06,09,31,12,16,06,,2021-01-31,403024326
2021014,04,25,29,21,33,15,06,,2021-02-02,365029152
2021015,14,06,29,26,16,28,07,,2021-02-04,373264066
2021016,08,03,18,15,13,09,10,,2021-02-07,447622614
2021017,09,33,15,18,32,29,02,,2021-02-21,442443732
2021018,32,25,02,08,14,23,06,,2021-02-23,352299530
2021019,12,29,17,24,16,28,08,,2021-02-25,351320330
2021020,09,03,01,11,07,06,02,,2021-02-28,385685036
2021021,17,28,04,24,08,33,13,,2021-03-02,350734702
2021022,32,10,31,25,15,17,06,,2021-03-04,361605820
2021023,21,22,27,23,02,28,11,,2021-03-07,397987234
2021024,06,04,10,11,18,01,02,,2021-03-09,360465214
2021025,17,18,14,08,06,30,11,,2021-03-11,370761350
2021026,20,19,05,03,13,25,03,,2021-03-14,415303494
2021027,05,07,16,20,09,26,08,,2021-03-16,371997822
2021028,23,27,26,16,11,33,05,,2021-03-18,387583114
2021029,08,15,30,22,17,10,12,,2021-03-21,413514858
2021030,29,13,27,08,31,09,05,,2021-03-23,388490602
2021031,28,11,06,31,25,21,07,,2021-03-25,389664660
2021032,30,05,16,01,15,08,03,,2021-03-28,421020572
2021033,33,12,31,02,13,14,06,,2021-03-30,378842354
2021034,18,12,23,25,04,10,01,,2021-04-01,377894218
2021035,26,14,20,18,28,12,11,,2021-04-04,382205894
2021036,01,26,02,11,21,06,11,,2021-04-06,365524430
2021037,24,13,26,19,30,17,12,,2021-04-08,374416372
2021038,07,09,05,27,16,18,06,,2021-04-11,401665288
2021039,21,24,31,02,29,08,13,,2021-04-13,377513042
2021040,02,07,06,24,28,29,16,,2021-04-15,385858982
2021041,32,18,09,02,23,26,14,,2021-04-18,415676146
2021042,05,27,22,10,09,25,08,,2021-04-20,382918124
2021043,17,24,18,23,02,03,01,,2021-04-22,389948810
2021044,17,07,26,28,05,14,13,,2021-04-25,418973684
2021045,15,14,04,17,32,01,02,,2021-04-27,377279966
2021046,09,13,05,28,21,33,06,,2021-04-29,377425810
2021047,13,03,29,16,24,07,01,,2021-05-02,367123752
2021048,22,04,32,15,17,29,03,,2021-05-04,339198590
2021049,04,25,32,13,22,11,01,,2021-05-06,375111072
2021050,02,16,09,25,10,28,08,,2021-05-09,403433980
2021051,08,29,10,19,09,27,15,,2021-05-11,377624458
2021052,04,30,03,06,21,19,14,,2021-05-13,376039676
2021053,07,16,33,14,10,24,16,,2021-05-16,398009388
2021054,13,22,07,31,21,24,02,,2021-05-18,371689954
2021055,12,03,11,28,16,22,10,,2021-05-20,376647950
2021056,08,29,21,32,23,22,01,,2021-05-23,410076324
2021057,06,05,17,25,33,09,16,,2021-05-25,379559152
2021058,11,13,28,19,09,18,14,,2021-05-27,382666074
2021059,33,09,18,11,01,32,14,,2021-05-30,407754588
2021060,20,11,29,10,17,30,15,,2021-06-01,365484344
2021061,09,04,20,23,18,12,01,,2021-06-03,376779952
2021062,12,25,20,15,22,13,10,,2021-06-06,405763536
2021063,24,06,23,04,05,09,09,,2021-06-08,370142008
2021064,18,04,06,08,15,16,16,,2021-06-10,353338262
2021065,33,08,01,29,19,04,16,,2021-06-13,362527724
2021066,06,30,26,33,02,19,15,,2021-06-15,343529368
2021067,19,23,25,11,01,29,09,,2021-06-17,352986918
2021068,14,04,18,31,32,24,15,,2021-06-20,381950996
2021069,26,11,06,23,20,18,05,,2021-06-22,348547620
2021070,11,29,01,15,05,16,15,,2021-06-24,356032100
2021071,31,32,33,01,07,24,08,,2021-06-27,384399388
2021072,15,21,01,16,19,09,15,,2021-06-29,351515940
2021073,25,06,22,01,18,24,08,,2021-07-01,353932932
2021074,09,25,04,27,05,14,07,,2021-07-04,382266836
2021075,15,21,16,12,29,22,01,,2021-07-06,347517338
2021076,30,21,32,09,23,03,06,,2021-07-08,347734992
2021077,27,17,30,08,25,15,10,,2021-07-11,377616968
2021078,15,27,04,26,31,06,12,,2021-07-13,341551308
2021079,10,01,29,03,28,24,13,,2021-07-15,345574370
2021080,05,08,23,29,24,22,09,,2021-07-18,376533622
2021081,05,03,01,18,22,23,01,,2021-07-20,344437194
2021082,32,13,03,06,26,11,05,,2021-07-22,344368726
2021083,25,04,28,09,33,11,04,,2021-07-25,367542044
2021084,05,21,07,28,11,09,01,,2021-07-27,338765612
2021085,14,05,07,06,20,11,02,,2021-07-29,343883552
2021086,29,06,10,14,08,28,01,,2021-08-01,363965626
2021087,19,23,16,24,13,02,04,,2021-08-03,335386836
2021088,04,12,26,15,19,16,06,,2021-08-05,339080722
2021089,07,01,24,23,02,13,12,,2021-08-08,378094626
2021090,12,27,14,28,05,06,08,,2021-08-10,340567382
2021091,06,16,04,26,33,24,16,,2021-08-12,352636492
2021092,31,02,07,10,12,08,03,,2021-08-15,382276564
2021093,23,11,33,05,28,15,03,,2021-08-17,346398722
2021094,25,11,33,09,28,24,15,,2021-08-19,353340702
